Fecha,Diff_BoxCox_Max,Diff_BoxCox_Min
2024-04-27,10258.17106890271,15850.88045255313
2024-04-28,-97586.4808090066,52022.22461812249
2024-04-29,57230.332940775086,-41066.29881615819
2024-04-30,137928.1493024897,-19131.295386962185
2024-05-01,95035.31704235764,-1964.8862088565365
2024-05-02,-83594.16190345213,18837.628987690783
2024-05-03,35067.246030816226,14074.581969201608
2024-05-04,-11813.980514271185,-4832.522756013568
2024-05-05,-34694.42065545055,22907.30625827353
2024-05-06,11441.15513890551,8321.930475921661
2024-05-07,173557.05706469202,2853.5554769028968
2024-05-08,-39356.5735681291,17984.587145013153
2024-05-09,0.0,-9179.67170020024
2024-05-10,39356.5735681291,-11658.470921715809
2024-05-11,82433.02736533165,23983.19535128231
2024-05-12,0.0,-23983.19535128231
2024-05-13,-95687.34728684626,30403.494279983075
2024-05-14,53841.90134775243,20332.31654350803
2024-05-15,-130550.47658747772,94318.94714692238
2024-05-16,37756.42746030667,-18411.13427307934
2024-05-17,-50080.70423504058,0.0
2024-05-18,50080.70423504058,-25972.054709007323
2024-05-19,38952.14777941862,-46386.37649896639
2024-05-20,124296.53966580075,-33447.04986744438
2024-05-21,-124296.53966580075,3145.05272936626
2024-05-22,67649.28466905816,-35000.822302540124
2024-05-23,-168877.4132954043,19700.02086928871
2024-05-24,-35821.34300028626,-5828.8384411279985
2024-05-25,275867.3224433898,11822.630592074245
2024-05-26,-14521.311150956666,15727.308211005933
2024-05-27,14521.311150956666,-6420.298928700766
2024-05-28,-28897.80577797047,16382.429839072603
2024-05-29,182303.14134317543,10370.185633136192
2024-05-30,-265577.7706474768,14481.485468177445
2024-05-31,41003.86893457256,-7335.683182554523
2024-06-01,28038.06261778809,-27478.11882913095
2024-06-02,-82433.02736533165,-9565.351658067026
2024-06-03,-184998.21220359753,-23651.648039066204
2024-06-04,58448.53374499502,8561.060219427425
2024-06-05,153469.63651825965,27932.010014818516
2024-06-06,-188912.51924920024,-3276.0705371127115
2024-06-07,35442.88273094059,-27549.93880308018
2024-06-08,-113836.5696976711,-5667.060894053051
2024-06-09,-52442.13655048481,29985.014293596178
2024-06-10,-149307.7459066041,-3188.313525163714
2024-06-11,99699.43676908826,3188.313525163714
2024-06-12,102050.44568800065,3231.9854035370518
2024-06-13,-62586.962557760184,27478.11882913095
2024-06-14,-241518.83597219613,-20881.477191106387
2024-06-15,146111.9478638855,13735.674905483465
2024-06-16,105551.71411558602,10789.692581125826
2024-06-17,-166106.6543240177,11220.829082643904
2024-06-18,42746.88174056215,-39066.76767016505
2024-06-19,36031.46284335165,-12841.422195179737
2024-06-20,9269.570873611374,-3102.2008459211793
2024-06-21,0.0,-6077.470854279061
2024-06-22,47960.76206716371,22021.093895379978
2024-06-23,-66394.37516957102,-22021.093895379978
2024-06-24,37292.75490055652,-17245.82333425872
2024-06-25,133437.079319068,5587.35241254291
2024-06-26,56598.341266490635,11658.470921715809
2024-06-27,97069.05442231242,12324.7244295665
2024-06-28,-238049.7039468031,0.0
2024-06-29,73425.26712560456,33898.41775783172
2024-06-30,127260.77165245544,3643.8902955029043
2024-07-01,-220639.18957011343,-49867.03248290112
2024-07-02,208443.91295822652,3017.715147261333
2024-07-03,101228.12862634612,46849.31733563979
2024-07-04,-26102.253646614496,18946.72558477678
2024-07-05,-75125.87497973163,11965.716802336858
2024-07-06,62275.9808469275,-62034.451511747495
2024-07-07,-389929.6629124293,27478.11882913095
2024-07-08,327653.6820655018,7335.683182554523
2024-07-09,36973.78788678325,-24851.671101313637
2024-07-10,-60981.15037279832,-13194.11631390889
2024-07-11,48526.9158726359,45574.82361081481
2024-07-12,103353.9909742109,-35746.196569253196
2024-07-13,-39763.9461676348,20881.477191106387
2024-07-14,80767.81510220736,-20881.477191106387
2024-07-15,-387131.4079934672,-3320.571100911853
2024-07-16,242773.54808468372,3320.571100911853
2024-07-17,-12324.27677473391,13735.674905483465
2024-07-18,37363.665168743115,-20332.31654350803
2024-07-19,190487.0376624735,31122.009124633856
2024-07-20,-98643.57283558568,-10789.692581125826
2024-07-21,-104428.61872073461,0.0
2024-07-22,-12454.23450016242,-13735.674905483465
2024-07-23,37756.42746030667,43472.09307138607
2024-07-24,-109786.09348860988,-15254.932697725162
2024-07-25,135619.7108348793,23181.23205138609
2024-07-26,-12983.723213465302,-70662.58656705977
2024-07-27,52747.6693811001,-6077.470854279061
2024-07-28,126839.58658294578,35574.56865951797
2024-07-29,-29188.46265163063,-10232.903663226141
2024-07-30,-28609.192378954496,28217.16037366091
2024-07-31,-159941.68802640913,7529.036195592285
2024-08-01,247515.28332312102,15652.195855793805
2024-08-02,-115611.65791449999,16468.15414081764
2024-08-03,-283942.9083359728,-54130.87166038118
2024-08-04,-195390.58733369084,-10370.185633136192
2024-08-05,334975.6357608802,21159.87821426202
2024-08-06,186628.62027851224,-27845.938587521145
2024-08-07,-42270.760369728785,-3276.0705371127115
2024-08-08,-156682.13668351737,20332.31654350803
2024-08-09,-230449.2713099498,-13735.674905483465
2024-08-10,306363.5928912598,13735.674905483465
2024-08-11,-25833.617346269428,14481.485468177445
2024-08-12,38952.14777941862,11367.156326351134
2024-08-13,-64254.340739562875,7825.652903673472
2024-08-14,118096.2420873153,-19192.809230024606
2024-08-15,-66960.43178090162,23181.23205138609
2024-08-16,0.0,-26873.02493843771
2024-08-17,-203175.09323376545,-14292.46382338315
2024-08-18,270135.5250146671,3502.771242257324
2024-08-19,-79944.15499436692,-17056.24600639532
2024-08-20,-110947.21798001789,3320.571100911853
2024-08-21,261346.01129243313,-3320.571100911853
2024-08-22,29188.46265163063,46792.664172297926
2024-08-23,-71887.57138411631,-22590.615880279685
2024-08-24,-107699.68457992957,0.0
2024-08-25,26102.253646614496,-3596.420619753597
2024-08-26,-137049.47162663238,26187.036500033282
2024-08-27,72795.1308870695,-15254.932697725162
2024-08-28,-245417.70084500976,-44379.1536697525
2024-08-29,0.0,6333.366254529974
2024-08-30,19953.150792053435,-15513.037954730215
2024-08-31,-19953.150792053435,-5910.916119438538
2024-09-01,-102012.16941603285,-2893.999325374374
2024-09-02,54051.407348869136,17984.587145013153
2024-09-03,208894.56238370785,-12155.748703885154
2024-09-04,47510.11264168238,60275.03296430054
2024-09-05,-81834.50701666053,-14672.234392971004
2024-09-06,11318.74336092372,-7052.152908126649
2024-09-07,107489.55154252006,3502.771242257324
2024-09-08,-24778.51127489633,3549.381665869325
2024-09-09,12324.27677473391,18461.139997900405
2024-09-10,25039.388394009206,-32380.707296905923
2024-09-11,0.0,3410.827231210511
2024-09-12,51669.18684571609,10508.740067795006
2024-09-13,26645.415734485607,10932.10380230812
2024-09-14,0.0,-7335.683182554523
2024-09-15,-39763.9461676348,0.0
2024-09-16,-12983.723213465302,7335.683182554523
2024-09-17,-50606.3215931108,-28217.16037366091
2024-09-18,-83594.16190345213,39584.316700012045
2024-09-19,-98640.7519314693,-32808.00019645426
2024-09-20,-70238.88484811294,-6776.316503557784
2024-09-21,91329.96901169792,-13016.94056672533
2024-09-22,10720.47667630273,0.0
2024-09-23,55388.03595267609,3188.313525163714
2024-09-24,-344772.3004075484,3231.9854035370518
2024-09-25,-143283.33934181556,3276.0705371127115
2024-09-26,302166.7283797105,31537.731474572764
2024-09-27,9375.952053248999,-50541.11022269141
2024-09-28,176512.95931640442,39609.00642038329
2024-09-29,34694.42065545055,-7052.152908126649
2024-09-30,-121894.01744801435,-47233.03958123378
2024-10-01,-10372.40464169439,2853.5554769028968
2024-10-02,63979.31118182198,24317.953399543127
2024-10-03,-188744.72302657552,6508.055940649763
2024-10-04,-43249.384806125425,0.0
2024-10-05,52204.911466390244,-27932.010014818516
2024-10-06,75453.7373162572,5910.916119438538
2024-10-07,61216.08325801196,6077.470854279061
2024-10-08,-61216.08325801196,58848.510842024814
2024-10-09,19953.150792053435,-52601.257266737375
2024-10-10,-139162.91989932873,-40277.109151046694
2024-10-11,234621.91857450653,-5125.355089375458
2024-10-12,22515.999835258466,21419.268889139843
2024-10-13,0.0,20838.14262191605
2024-10-14,23005.651014054427,-17984.587145013153
2024-10-15,-23005.651014054427,-5667.060894053051
2024-10-16,-128007.36394979409,-8204.12153410766
2024-10-17,-299857.766619528,28753.568727252685
2024-10-18,121500.41756504145,-11988.3869737176
2024-10-19,168436.56370179093,48537.63768708316
2024-10-20,9920.785352695617,-30301.99713807812
2024-10-21,-103182.58113682235,-42858.46350573242
2024-10-22,54676.98577021202,10553.337678528449
2024-10-23,-9375.952053248999,17004.324393952556
2024-10-24,-27492.97524909349,-22357.2209572696
2024-10-25,55943.404978070175,-5200.441115211404
2024-10-26,0.0,13287.9157419072
2024-10-27,-99699.43676908826,-10706.561387221474
2024-10-28,43756.03179101809,-14935.322934430806
2024-10-29,0.0,58400.745610641214
2024-10-30,65643.65557642083,9828.627041561616
2024-10-31,-38150.68032732734,-22323.949849030498
2024-11-01,-36448.50190935831,-48268.26265043639
2024-11-02,124765.41184475354,42274.47049949014
2024-11-03,-20402.997076178086,-24976.30771779528
2024-11-04,20402.997076178086,16293.913799764385
2024-11-05,-50166.22960806789,-8321.930475921661
2024-11-06,-28774.72827407834,42001.49529301745
2024-11-07,-175665.1477927438,6686.060373259126
2024-11-08,53776.14958033402,-28707.154268639104
2024-11-09,67212.01244219777,-17245.82333425872
2024-11-10,-8750.373631906114,-13287.9157419072
2024-11-11,132110.14621536166,-2544.000734689733
2024-11-12,63280.44111832918,5125.355089375458
2024-11-13,0.0,34029.855575759255
2024-11-14,-159772.79308722902,-23323.29418853778
2024-11-15,56584.29342973465,-30332.4384017751
2024-11-16,-56584.29342973465,0.0
2024-11-17,-109910.13871718646,-29099.758779454714
2024-11-18,0.0,29099.758779454714
2024-11-19,91895.24991023546,-11124.34969155067
2024-11-20,-43249.384806125425,28168.87235141857
2024-11-21,-56419.80739105446,-23820.54016258016
2024-11-22,-177169.0081372196,-42564.56510696297
2024-11-23,84306.73824434174,-15244.807287114803
2024-11-24,20120.63668195292,-16418.429341742696
2024-11-25,227718.46911561233,41280.902730645204
2024-11-26,9591.287930827471,26474.03818098594
2024-11-27,-9591.287930827471,-15850.88045255313
2024-11-28,29101.6202690145,-26127.694405140974
2024-11-29,30097.97679932881,-6802.401146367112
2024-11-30,74237.48225072469,31086.776614768605
2024-12-01,-272772.02275184443,-13710.044647015719
2024-12-02,-181690.9267450833,-11983.251307188824
2024-12-03,41307.62936986354,-2744.5885375342987
2024-12-04,0.0,-14538.672878003119
2024-12-05,51999.77169238386,-8019.369871519397
2024-12-06,163558.2936005001,4865.41503340596
2024-12-07,-8750.373631906114,21846.136739453905
2024-12-08,-89747.0146392259,-4153.5090233373485
2024-12-09,23322.62035346782,-6447.909132539375
2024-12-10,66424.39428575808,44404.623428572944
2024-12-11,-8649.048181476188,0.0
2024-12-12,-350680.04760861566,0.0
2024-12-13,269582.08115086594,21424.247911899467
2024-12-14,64100.535272611305,-19428.123144549056
2024-12-15,16997.431185138412,-25224.999218660858
2024-12-16,120582.00295020465,37877.10486049765
2024-12-17,-29431.117690882646,-20450.534398836593
2024-12-18,29431.117690882646,18259.70469952887
2024-12-19,20177.191446633195,-6373.93715930912
2024-12-20,-182513.42296213412,-15602.29335486509
2024-12-21,-203308.99871835083,-39637.780234324004
2024-12-22,-66279.82161086184,-7504.231323794302
2024-12-23,158392.80538249642,-992.0306644448647
2024-12-24,135952.81232687412,9651.530577923491
2024-12-25,-79185.50232241122,42199.03745928502
2024-12-26,38407.58740326774,7798.428756999798
2024-12-27,-53129.121478351764,14876.618011483835
2024-12-28,-21414.42753998097,-4415.342068954764
2024-12-29,0.0,-12457.400709879483
2024-12-30,106971.43519543478,-24817.913754820183
2024-12-31,-8251.994778692839,22853.027545963647
2025-01-01,59851.4083268597,-5710.624658698711
2025-01-02,-59851.4083268597,-13937.353914905441
2025-01-03,-84531.43499450869,-13599.260976038582
2025-01-04,-174059.8929847703,-27117.952813284995
2025-01-05,0.0,-880.6410972666054
2025-01-06,119371.89060014137,17585.091122173966
2025-01-07,-43506.27707731712,3730.7297533548262
2025-01-08,-202064.1757504368,-7261.711245096652
2025-01-09,47970.808242612635,-26516.26577418436
2025-01-10,68518.5234174011,-6788.916641659431
2025-01-11,252087.42262393504,33305.182415843796
2025-01-12,-31285.37582893425,21240.27534084297
2025-01-13,-15084.967049799918,9617.666101787705
2025-01-14,236942.12790438748,-1670.9002281614812
2025-01-15,-258890.08409721922,6852.437238196784
2025-01-16,-7137.887066213472,-33707.30916603167
2025-01-17,-54006.9869027285,31951.667641504333
2025-01-18,129463.17304050789,3540.1798587968515
2025-01-19,49812.590628815466,32756.841163582707
2025-01-20,-57775.346104281896,-27226.551901548853
2025-01-21,49226.79459451564,-7314.827596303367
2025-01-22,-293351.46174298425,-17793.48239966485
2025-01-23,-60797.10598797421,-1458.854565872025
2025-01-24,-7721.417429426889,-15631.87289744478
2025-01-25,15674.002129985485,-13430.166803204396
2025-01-26,258561.60103261648,13430.166803204396
2025-01-27,30539.637218301184,14198.136176238186
2025-01-28,109910.13871718646,-2793.3243119054314
2025-01-29,-140449.77593548765,-21056.342442256246
2025-01-30,-7405.806701599853,992.0306644448647
2025-01-31,95040.18869938323,11035.212815536128
2025-02-01,139162.91989932873,-2375.712902057501
2025-02-02,41262.932465958525,4840.199464043842
2025-02-03,-71026.16499784833,55618.54269477005
2025-02-04,-47420.251200938714,-25574.532295832236
2025-02-05,-36031.46284335165,-14799.203111823008
2025-02-06,-67212.01244219777,6303.469915315072
2025-02-07,58461.63881029165,-4767.431781182298
2025-02-08,54051.407348869136,20577.9925739936
2025-02-09,-54051.407348869136,-7314.827596303367
2025-02-10,-17197.599691242445,-11700.78216886743
2025-02-11,-33205.67705553002,3205.0489723594947
2025-02-12,33205.67705553002,5013.02072393366
2025-02-13,80624.95909336058,40351.80620328526
2025-02-14,58537.96080596815,-11294.56143487875
2025-02-15,-155961.82831674232,-8433.569746363311
2025-02-16,33996.50810865604,-15356.424215199411
2025-02-17,132110.14621536166,-11896.281199627207
2025-02-18,-87328.3097401039,4930.205855322391
2025-02-19,-87030.33936260664,0.0
2025-02-20,87030.33936260664,20294.793363338467
2025-02-21,-199589.75644385174,-5894.9994078100135
2025-02-22,88383.5256828359,3898.8746404596022
2025-02-23,16021.117538985622,-11332.59325168324
2025-02-24,-111196.01494671626,3657.0823841279926
2025-02-25,13668.236259763886,-30281.203428478322
2025-02-26,81506.66114796675,-14538.672878003119
2025-02-27,-108504.16236478882,2204.863253247204
2025-02-28,85181.542011321,0.0
2025-03-01,31285.37582893425,-5358.818091360641
2025-03-02,32815.159443677054,5358.818091360641
2025-03-03,16997.431185138412,-2204.863253247204
2025-03-04,-25347.45992717985,21584.773188419087
2025-03-05,51599.41354816686,74579.82567259637
2025-03-06,-122434.88712853665,-98287.3221859785
2025-03-07,-36135.961615064996,-21054.76531380336
2025-03-08,98719.44041674194,12462.156143752221
2025-03-09,59851.4083268597,55535.208801495624
2025-03-10,84409.26397652202,31427.47301231348
2025-03-11,-228792.1072978904,-56121.43069624786
2025-03-12,-14188.005422233255,-30841.251117561245
2025-03-13,149718.31693599693,18806.096240477927
2025-03-14,36031.46284335165,21175.748977262498
2025-03-15,28128.712671760586,40101.61723014469
2025-03-16,39022.40562171012,58207.2377233781
2025-03-17,-365645.23023385176,-113036.69479824591
2025-03-18,187287.8811793652,-24373.364275750697
2025-03-19,-60355.54359609948,-880.6410972666054
2025-03-20,60355.54359609948,11807.361171971279
2025-03-21,-7867.950184966554,9508.459703557513
2025-03-22,-15454.670168501267,-23024.312276130422
2025-03-23,232115.33192349027,28322.68148505085
2025-03-24,-30435.362515535904,18297.860988613596
2025-03-25,128007.36394979409,12496.36460633867
2025-03-26,-22515.999835258466,-9070.469120830705
2025-03-27,-32872.03611741762,1755.6415245273383
2025-03-28,-157993.85066607082,11152.245377096217
2025-03-29,85374.52266895282,25716.84835361477
2025-03-30,61898.85132081527,-9103.731735571026
2025-03-31,0.0,-2190.829699307724
2025-04-01,0.0,6673.894677082702
2025-04-02,-10603.55341549893,21918.829539490907
2025-04-03,-80726.41559619899,37132.056421680434
2025-04-04,-19074.477675727685,3145.05272936626
2025-04-05,-9375.952053248999,-29570.54776382522
2025-04-06,38150.68032732734,-43581.316728676684
2025-04-07,29763.232531889807,17939.432407024404
2025-04-08,-49054.771061067935,17554.409694956485
2025-04-09,-279718.2408079962,-74579.82567259637
2025-04-10,87254.175896868,-22656.267380550198
2025-04-11,85557.00765545381,-1051.2291328319334
2025-04-12,-40295.8363620686,2122.7233249630444
2025-04-13,-7773.942286944424,-4165.454188376345
2025-04-14,82066.28675766906,0.0
2025-04-15,132110.14621536166,25750.227376795432
2025-04-16,-123359.77258345555,0.0
2025-04-17,-17399.4218133823,-20492.74451146199
2025-04-18,72076.40758359432,28174.484045769146
2025-04-19,-45824.45396260731,23228.874451310447
2025-04-20,27178.931035746937,19131.295386962185
2025-04-21,57230.332940775086,4620.666757796047
2025-04-22,-19510.33233818703,-21755.83737740782
2025-04-23,9700.250598350656,-5894.9994078100135
2025-04-24,-9700.250598350656,0.0
2025-04-25,49608.30913751584,18547.10504964681
2025-04-26,52442.13655048481,2224.51236964704
2025-04-27,10838.304567844374,-4415.342068954764
2025-04-28,-32162.334659646032,8966.847202019984
2025-04-29,10603.55341549893,-8966.847202019984
2025-04-30,-51866.485881457455,-16356.275350339085
2025-05-01,-39463.483130240464,30013.67663248189
2025-05-02,59866.48020641855,-20031.338441451924
2025-05-03,53022.27004942647,4216.434669778435
2025-05-04,44549.73138483171,0.0
2025-05-05,58448.53374499502,11124.34969155067
2025-05-06,24262.50652262871,19625.877014553625
2025-05-07,-94029.78362854745,19147.46927666728
2025-05-08,94029.78362854745,-21728.823631353007
2025-05-09,-12195.276611886919,-2544.000734689733
2025-05-10,-35821.34300028626,15831.916476596933
2025-05-11,-220583.33202510397,-18338.940243883902
2025-05-12,0.0,-4904.612591662168
2025-05-13,197330.06650855893,15156.078208850275
2025-05-14,35067.246030816226,2657.200087980891
2025-05-15,112116.960679212,5430.274538714904
2025-05-16,-38550.656412566896,14269.746330573806
2025-05-17,-37363.665168743115,-8682.393918030895
2025-05-18,62930.59836784471,11658.470921715809
2025-05-19,66276.53162778623,0.0
2025-05-20,-40174.277981171734,0.0
2025-05-21,26645.415734485607,25341.66499629183
2025-05-22,83274.62930430134,-3320.571100911853
2025-05-23,119124.44690119545,0.0
2025-05-24,-45783.54935642425,3320.571100911853
2025-05-25,-44443.09176680073,0.0
2025-05-26,-71168.56614769925,3365.489272347273
2025-05-27,-27475.00668788643,6867.414390878868
2025-05-28,41423.15295214334,3502.771242257324
2025-05-29,-27755.529585562646,-13735.674905483465
2025-05-30,13807.383321305737,10232.903663226141
2025-05-31,-27475.00668788643,-20061.530704787758
2025-06-01,-66276.53162778623,-3188.313525163714
2025-06-02,-411228.4367206056,-35000.822302540124
2025-06-03,25646.4793666146,2695.6964753361535
2025-06-04,173831.80608954374,-20508.97477216732
2025-06-05,0.0,52814.10059937129
2025-06-06,0.0,3188.313525163714
2025-06-07,124557.04637397383,6508.055940649763
2025-06-08,-102998.26512982673,-9696.369465813477
2025-06-09,67555.38239888614,-18235.64054900504
2025-06-10,59705.3892535693,24655.939477705804
2025-06-11,-190541.21277078462,-18745.023358267266
2025-06-12,130835.82351721532,-17245.82333425872
2025-06-13,-34324.39437497815,29570.54776382522
2025-06-14,-33230.988023907994,9696.369465813477
2025-06-15,44549.73138483171,-19003.378748118645
2025-06-16,-33592.69025243621,0.0
2025-06-17,-53606.90654012759,12495.322807468881
2025-06-18,169910.63706018752,-9435.567100451153
2025-06-19,62930.59836784471,26040.510645570554
2025-06-20,-122635.98762141401,-19793.257070283114
2025-06-21,0.0,-3145.05272936626
2025-06-22,-56598.341266490635,6333.366254529974
2025-06-23,128628.00729479385,-9435.567100451153
2025-06-24,-72029.66602830321,26040.510645570554
2025-06-25,-99717.71705853217,-32117.981499849615
2025-06-26,-51295.29790531634,-42887.707655911
2025-06-27,-145929.4628773845,71594.8619245501
2025-06-28,273936.8268271786,6867.414390878868
2025-06-29,11441.15513890551,-10232.903663226141
2025-06-30,-55990.88652373722,-63396.84989618926
2025-07-01,79244.15204028226,18074.78350225996
2025-07-02,123930.94119348319,17004.324393952556
2025-07-03,66960.43178090162,12155.748703885154
2025-07-04,-142874.75336221163,12841.422195179737
2025-07-05,-36202.63909790199,-9696.369465813477
2025-07-06,-112616.91379870055,0.0
2025-07-07,112616.91379870055,16382.429839072603
2025-07-08,60981.15037279832,10370.185633136192
2025-07-09,-264928.0331831968,-3502.771242257324
2025-07-10,157438.48164067673,-50046.544998383935
2025-07-11,58448.53374499502,26796.700768432464
2025-07-12,87193.10489047342,0.0
2025-07-13,26102.253646614496,19793.257070283114
2025-07-14,53841.90134775243,10508.740067795006
2025-07-15,-167137.25988484034,-33447.04986744438
2025-07-16,-307037.90064499376,-3102.2008459211793
2025-07-17,130614.36838956247,29497.09780523891
2025-07-18,213010.3155527939,7052.152908126649
2025-07-19,25039.388394009206,10932.10380230812
2025-07-20,-25039.388394009206,-14481.485468177445
2025-07-21,25039.388394009206,0.0
2025-07-22,-37363.665168743115,-10370.185633136192
2025-07-23,-200686.03877806,-13194.11631390889
2025-07-24,20402.997076178086,9828.627041561616
2025-07-25,180283.0417018819,0.0
2025-07-26,-12195.276611886919,10232.903663226141
2025-07-27,114482.44854786072,0.0
2025-07-28,-52206.46770093322,-23249.84422995147
2025-07-29,-12717.039066297468,13016.94056672533
2025-07-30,91843.46482688782,-22323.949849030498
2025-07-31,0.0,46849.31733563979
2025-08-01,-26919.958059657132,11220.829082643904
2025-08-02,-102287.1719359738,-7529.036195592285
2025-08-03,0.0,-31537.731474572764
2025-08-04,129207.12999563094,-9696.369465813477
2025-08-05,-40174.277981171734,13016.94056672533
2025-08-06,0.0,3365.489272347273
2025-08-07,-113295.35853708792,0.0
2025-08-08,-262771.05821705575,-22629.683414360043
2025-08-09,250830.92564178247,12667.552503988205
2025-08-10,-57827.144530645455,-9565.351658067026
2025-08-11,22759.89849982923,-12155.748703885154
2025-08-12,71269.88512871822,-8682.393918030895
2025-08-13,24778.51127489633,20838.14262191605
2025-08-14,38152.08709294838,33447.04986744438
